Filing Date,Trade Date,Ticker,Company Name,Insider Name,Title,Trade Type,Price,Qty,Owned,DeltaOwn,Value,Qty2,Value2
2021-06-01 11:52:50,2021-05-28,GTXMQ,Garrett Motion Inc.,"Attestor Value Master Fund, LP",10%,S - Sale,$8.56,"-257,700","7,729,274",-3%,"-$2,206,545",#N/A,#N/A
2021-06-01 11:55:30,2021-05-28,EMYB,"Embassy Bancorp, Inc.",Englesson John G,Dir,S - Sale,$19.60,"-10,000","45,148",-18%,"-$196,000",#N/A,#N/A
2021-06-01 12:02:46,2021-06-01,OHI,Omega Healthcare Investors Inc,Whitman Burke W,Dir,P - Purchase,$36.96,500,"19,585",3%,#ERROR!,500,18480
2021-06-01 12:08:26,2021-05-27,NWPP,New Peoples Bankshares Inc,Keene Harold L,"Dir, 10%",P - Purchase,$1.99,#ERROR!,"4,504,487",0%,#ERROR!,10000,19900
2021-06-01 12:09:01,2021-05-28,NI,Nisource Inc.,Jesanis Michael E,Dir,S - Sale,$25.56,"-4,000","41,257",-9%,"-$102,225",#N/A,#N/A
2021-06-01 12:29:30,2021-05-27,PFHD,Professional Holding Corp.,Garcia Carlos M.,Dir,S - Sale,$18.40,"-5,059","457,769",-1%,"-$93,086",#N/A,#N/A
2021-06-01 12:47:10,2021-05-28,TMP,Tompkins Financial Corp,Romaine Stephen S,"Pres, CEO",S - Sale,$81.38,"-2,832","71,346",-4%,"-$230,454",#N/A,#N/A
2021-06-01 12:48:15,2021-05-28,EMYB,"Embassy Bancorp, Inc.",Lesavoy Bernard M,Dir,P - Purchase,$19.60,500,"170,573",0%,#ERROR!,500,9800
2021-06-01 12:57:43,2021-02-02,LEGH,Legacy Housing Corp,Hodgson Curtis Drew,"Chairman of the Board, 10%",S - Sale,$15.97,"-45,182","9,411,698",0%,"-$721,670",#N/A,#N/A
2021-06-01 13:12:33,2021-05-27,HRL,Hormel Foods Corp /de/,Coffey Mark A,SVP,S - Sale+OE,$48.66,"-37,500","56,090",-40%,"-$1,824,878",#N/A,#N/A
2021-06-01 13:14:31,2021-05-28,SLCA,"U.S. Silica Holdings, Inc.",Kacal William Jennings,Dir,P - Purchase,$10.30,#ERROR!,"216,213",0.07,#ERROR!,15000,154425
2021-06-01 13:18:51,2021-05-27,INTU,Intuit Inc,Chriss James Alexander,"EVP, SBSEG",S - Sale,$435.69,-764,300,-72%,"-$332,869",#N/A,#N/A
2021-06-01 13:19:35,2021-05-27,RDNT,"Radnet, Inc.",Murdock Michael N,"EVP, Chief Development Offcr",S - Sale,$26.88,"-18,333","65,920",-22%,"-$492,855",#N/A,#N/A
2021-06-01 13:22:41,2021-05-27,INTU,Intuit Inc,Clatterbuck Michelle M,"EVP, CFO",S - Sale,$436.21,-414,546,-43%,"-$180,591",#N/A,#N/A
2021-06-01 13:27:33,2021-05-27,INTU,Intuit Inc,Powell Dennis D,Dir,S - Sale,$431.67,"-5,000","4,234",-54%,"-$2,158,350",#N/A,#N/A
2021-06-01 13:31:38,2021-06-01,CVCY,Central Valley Community Bancorp,Kim James J,EVP,P - Purchase,$16.43,619,"14,396",4%,#ERROR!,619,10173
2021-06-01 13:37:20,2021-05-28,WMPN,William Penn Bancorporation,Stephon Kenneth John,"Pres, CEO",P - Purchase,$11.25,#ERROR!,"50,087",6%,#ERROR!,3011,33881
2021-06-01 13:37:47,2021-05-26,EDUC,Educational Development Corp,Peters Joshua J,Dir,P - Purchase,$14.13,#ERROR!,"46,992",5%,#ERROR!,2400,33919
2021-06-01 13:39:38,2021-05-26,EDUC,Educational Development Corp,McDaniel Ronald T,Dir,S - Sale,$14.53,-500,"2,150",-19%,"-$7,265",#N/A,#N/A
2021-06-01 13:41:40,2021-05-27,INTU,Intuit Inc,Smith Brad D,Exec COB,S - Sale+OE,$431.50,"-163,061","354,507",-32%,"-$70,360,199",#N/A,#N/A
2021-06-01 14:04:26,2021-05-27,MORN,"Morningstar, Inc.",Mansueto Joseph D,"Exec COB, 10%",S - Sale,$234.57,"-23,069","18,767,784",0%,"-$5,411,304",#N/A,#N/A
2021-06-01 14:17:21,2021-05-28,NTGR,"Netgear, Inc.",Kim Andrew Wonki,"SVP, Legal, Corp Dev",S - Sale+OE,$39.59,-517,"64,189",-1%,"-$20,468",#N/A,#N/A
2021-06-01 14:20:54,2021-05-27,CIEN,Ciena Corp,Smith Gary B,"Pres, CEO",S - Sale,$53.01,"-7,500","411,616",-2%,"-$397,581",#N/A,#N/A
2021-06-01 14:25:13,2021-05-27,LEVI,Levi Strauss & Co,Haas Bradley J.,10%,S - Sale+OE,$26.76,"-82,464",0,-100%,"-$2,206,718",#N/A,#N/A
2021-06-01 14:26:49,2021-05-28,KE,"Kimball Electronics, Inc.",Kahle John H,VP,S - Sale,$22.15,"-3,500","182,695",-2%,"-$77,532",#N/A,#N/A
2021-06-01 14:41:17,2021-05-10,OPK,"Opko Health, Inc.",Cohen Jon R,SVP OPKO; Exec COB BRLI,P - Purchase,$3.81,#ERROR!,"125,000",67%,#ERROR!,50000,190500
2021-06-01 14:56:26,2021-05-28,SKX,Skechers USA Inc,Greenberg Jeffrey,Dir,S - Sale,$47.53,"-5,000","1,237,641",0%,"-$237,633",#N/A,#N/A
2021-06-01 15:05:14,2021-05-27,UUUU,Energy Fuels Inc,Higgs Dennis Lyle,Dir,S - Sale,$8.26,"-21,575","321,638",-6%,"-$178,111",#N/A,#N/A
2021-06-01 15:18:06,2021-05-28,HSY,Hershey Co,Buck Michele,"COB, Pres, CEO",S - Sale,$173.52,"-2,500","182,997",-1%,"-$433,800",#N/A,#N/A
2021-06-01 15:18:18,2021-05-27,OPOF,Old Point Financial Corp,Witt Joseph R,"Pres, Financial Svcs, CSO",P - Purchase,$23.26,40,"14,943",0%,#ERROR!,40,931
2021-06-01 15:21:20,2021-05-28,CPF,Central Pacific Financial Corp,Rose Crystal,Dir,P - Purchase,$27.59,#ERROR!,"48,985",4%,#ERROR!,1900,52428
2021-06-01 15:22:21,2021-05-27,TCBI,Texas Capital Bancshares Inc/tx,Baliff Jonathan,Dir,S - Sale,$69.16,-976,"5,257",-16%,"-$67,499",#N/A,#N/A
2021-06-01 15:22:42,2021-05-28,CPF,Central Pacific Financial Corp,Camp Christine H H,Dir,P - Purchase,$27.59,#ERROR!,"128,803",1%,#ERROR!,1400,38631
2021-06-01 15:24:00,2021-05-28,CPF,Central Pacific Financial Corp,Kamitaki Wayne K,Dir,P - Purchase,$27.59,#ERROR!,"14,589",14%,#ERROR!,1800,49669
2021-06-01 15:24:44,2021-06-01,OPOF,Old Point Financial Corp,Keefe William F,Dir,P - Purchase,$23.00,200,"7,900",3%,#ERROR!,200,4600
2021-06-01 15:25:12,2021-05-28,CPF,Central Pacific Financial Corp,Ota Saedene K,Dir,P - Purchase,$27.59,#ERROR!,"19,259",10%,#ERROR!,1800,49669
2021-06-01 15:27:20,2021-05-27,ACGL,Arch Capital Group Ltd.,Hutchings W Preston,"SVP, Chief Investment Officer",S - Sale,$39.51,"-37,500","472,250",-7%,"-$1,481,715",#N/A,#N/A
2021-06-01 15:37:06,2021-05-27,BWEN,"Broadwind, Inc.",Wagner Thomas A.,Dir,S - Sale,$4.47,"-20,000","70,685",-22%,"-$89,356",#N/A,#N/A
2021-06-01 15:41:45,2021-05-28,ACA,"Arcosa, Inc.",Collins Jesse E. Jr.,Group Pres,S - Sale,$62.49,"-10,990","18,097",-38%,"-$686,765",#N/A,#N/A
2021-06-01 15:53:56,2021-05-28,LPX,Louisiana-Pacific Corp,Gottung Lizanne C,Dir,S - Sale+OE,$67.34,"-8,139","32,447",-20%,"-$548,080",#N/A,#N/A
2021-06-01 15:56:09,2021-05-28,OPOF,Old Point Financial Corp,Ralston Susan,COO/EVP,P - Purchase,$23.28,200,"3,489",6%,#ERROR!,200,4655
2021-06-01 15:56:18,2021-06-01,CARE,"Carter Bankshares, Inc.",Adams Arthur Loran,"EVP, Dir OF REG RISK MNGT",P - Purchase,$15.41,19,"3,041",1%,#ERROR!,19,293
2021-06-01 15:59:53,2021-05-27,VSTO,Vista Outdoor Inc.,Krekel Tig H,Dir,S - Sale,$43.74,"-9,684","6,053",-62%,"-$423,617",#N/A,#N/A
2021-06-01 16:01:15,2021-06-01,CARE,"Carter Bankshares, Inc.",Bird Michael R,Dir,P - Purchase,$15.41,32,"6,514",0%,#ERROR!,32,493
2021-06-01 16:01:51,2021-05-27,GATO,"Gatos Silver, Inc.",Huerta Luis Felipe,"VP, Mexico",S - Sale+OE,$16.15,"-35,785",0,-100%,"-$577,928",#N/A,#N/A
2021-06-01 16:01:54,2021-05-27,NOTV,"Inotiv, Inc.",Sagartz John E,Chief Strategy Officer,P - Purchase,$24.78,#ERROR!,"646,782",0%,#ERROR!,2017,49977
2021-06-01 16:03:26,2021-05-28,MBI,Mbia Inc,Shasta Theodore,Dir,S - Sale,$10.00,"-20,696","52,049",-28%,"-$206,960",#N/A,#N/A
2021-06-01 16:03:59,2021-06-01,WMPN,William Penn Bancorporation,Logan Jonathan Thomas,"EVP, CFO",P - Purchase,$11.26,#ERROR!,"6,611",310%,#ERROR!,5000,56275
2021-06-01 16:05:35,2021-05-27,CURR,Cure Pharmaceutical Holding Corp.,Berlent Jonathan,Chief Business Officer,P - Purchase,$0.69,#ERROR!,"10,000",New,#ERROR!,10000,6900
2021-06-01 16:05:47,2021-05-27,SITC,Site Centers Corp.,Finne Thomas,Dir,S - Sale,$14.99,"-5,000","57,785",-8%,"-$74,965",#N/A,#N/A
2021-06-01 16:05:48,2021-05-27,IBKR,"Interactive Brokers Group, Inc.",Peterffy Thomas,COB,S - Sale,$67.25,"-40,000","7,467,511",-1%,"-$2,690,068",#N/A,#N/A
2021-06-01 16:07:03,2021-06-01,CARE,"Carter Bankshares, Inc.",Feldmann Gregory W,Dir,P - Purchase,$15.41,22,"7,563",0%,#ERROR!,22,339
2021-06-01 16:07:07,2021-05-28,R,Ryder System Inc,Parker Scott T,FORMER EVP & CFO,S - Sale+OE,$81.87,"-1,026","107,008",-1%,"-$84,002",#N/A,#N/A
2021-06-01 16:07:31,2021-05-27,XENE,Xenon Pharmaceuticals Inc.,Holler Frank A,Dir,S - Sale+OE,$18.68,"-11,064","144,837",-7%,"-$206,701",#N/A,#N/A
2021-06-01 16:07:42,2021-05-28,PETV,"Petvivo Holdings, Inc.",Folkes Robert J.,CFO,P - Purchase,$7.00,#ERROR!,"3,000",New,#ERROR!,3000,21000
2021-06-01 16:08:03,2021-05-28,KRON,"Kronos Bio, Inc.",De Backer Marianne,Dir,P - Purchase,$25.01,600,600,New,#ERROR!,600,15006
2021-06-01 16:10:32,2021-05-28,GBL,"Gamco Investors, Inc. Et Al","Associated Capital Group, Inc.",10%,S - Sale,$27.21,"-3,302","1,713,690",0%,"-$89,844",#N/A,#N/A
2021-06-01 16:11:00,2021-05-28,XENE,Xenon Pharmaceuticals Inc.,Robin Sherrington,"EVP, Strategy, Innovation",S - Sale+OE,$18.81,"-6,067","32,232",-16%,"-$114,120",#N/A,#N/A
2021-06-01 16:11:40,2021-05-28,R,Ryder System Inc,Sensing John S.,"Pres, Global SCS, DTS",S - Sale+OE,$81.46,"-43,749","43,016",-50%,"-$3,563,575",#N/A,#N/A
2021-06-01 16:13:03,2021-05-28,HAS,"Hasbro, Inc.",Hassenfeld Alan G,Chairman Emeritus,S - Sale,$95.69,"-31,515","6,828,204",0%,"-$3,015,776",#N/A,#N/A
2021-06-01 16:14:36,2021-05-27,PMBC,Pacific Mercantile Bancorp,Dinsmore Bradford R,CEO,P - Purchase,$8.53,#ERROR!,"141,705",6%,#ERROR!,7500,64011
2021-06-01 16:14:51,2021-05-27,DKS,"Dick'S Sporting Goods, Inc.",Colombo William J,Dir,S - Sale,$100.08,"-96,080","162,324",-37%,"-$9,615,513",#N/A,#N/A
2021-06-01 16:15:12,2021-05-27,DKS,"Dick'S Sporting Goods, Inc.",Hayes John Edward III,"SVP, GC",S - Sale,$99.00,"-4,421","56,660",-7%,"-$437,673",#N/A,#N/A
2021-06-01 16:15:42,2021-05-27,DKS,"Dick'S Sporting Goods, Inc.",Hobart Lauren R,"Pres, CEO",S - Sale+OE,$99.01,"-32,582","268,644",-11%,"-$3,226,046",#N/A,#N/A
2021-06-01 16:15:55,2021-05-28,KOSS,Koss Corp,Koss John C Jr,"VP - Sales, 10%",S - Sale,$23.50,"-10,000","2,030,387",0%,"-$235,000",#N/A,#N/A
2021-06-01 16:15:57,2021-06-01,CARE,"Carter Bankshares, Inc.",Karavatakis Phyllis Q.,SR EVP OF SPECIAL PROJECTS,P - Purchase,$15.41,32,"17,926",0%,#ERROR!,32,493
2021-06-01 16:16:29,2021-06-01,PLAY,"Dave & Buster'S Entertainment, Inc.",Jenkins Brian,CEO,S - Sale,$42.13,"-5,784","162,607",-3%,"-$243,706",#N/A,#N/A
2021-06-01 16:16:58,2021-05-27,QRHC,Quest Resource Holding Corp,Wynnefield Partners Small Cap Value LP I,10%,P - Purchase,$4.50,#ERROR!,"1,946,463",0%,#ERROR!,7422,33428
2021-06-01 16:17:10,2021-05-28,RYN,Rayonier Inc,Nunes David L,CEO,S - Sale+OE,$38.02,"-200,000","238,508",-46%,"-$7,604,160",#N/A,#N/A
2021-06-01 16:17:49,2021-05-28,KOSS,Koss Corp,Nixon Theodore,Dir,S - Sale+OE,$23.58,"-10,000",0,-100%,"-$235,800",#N/A,#N/A
2021-06-01 16:18:35,2021-05-27,SFT,"Shift Technologies, Inc.",Russell Tobias,See Remarks,P - Purchase,$7.08,#ERROR!,"3,063,781",0%,#ERROR!,10000,70800
2021-06-01 16:19:36,2021-05-27,SFT,"Shift Technologies, Inc.",Arison George,See Remarks,P - Purchase,$7.12,#ERROR!,"3,343,988",0%,#ERROR!,10008,71216
2021-06-01 16:19:36,2021-05-27,SFT,"Shift Technologies, Inc.",Arison George,See Remarks,S - Sale,$7.14,-8,"3,343,988",0%,-$57,#N/A,#N/A
2021-06-01 16:21:07,2021-05-27,SFT,"Shift Technologies, Inc.",Shein Oded,CFO,P - Purchase,$7.00,#ERROR!,"10,000",New,#ERROR!,10000,70000
2021-06-01 16:21:09,2021-05-27,NSP,"Insperity, Inc.",Arizpe Arthur A,"Pres, COO",S - Sale,$94.00,"-2,500","190,268",-1%,"-$235,000",#N/A,#N/A
2021-06-01 16:21:52,2021-05-28,KTB,"Kontoor Brands, Inc.",Krueger Laurel,"EVP, GC, Corp. Sec.",S - Sale+OE,$63.98,"-6,762","29,058",-19%,"-$432,653",#N/A,#N/A
2021-06-01 16:22:12,2021-05-28,INTC,Intel Corp,Rodgers Steven Ralph,EVP GC,S - Sale,$57.61,"-2,972","103,387",-3%,"-$171,217",#N/A,#N/A
2021-06-01 16:22:17,2021-05-21,ESTA,Establishment Labs Holdings Inc.,De Mezerville Roberto,CTO,S - Sale,$75.23,"-4,066","107,844",-4%,"-$305,896",#N/A,#N/A
2021-06-01 16:22:36,2021-05-27,NSP,"Insperity, Inc.",Herink Daniel D,"SVP Legal, GC, Sec",S - Sale,$93.91,"-5,000","36,577",-12%,"-$469,550",#N/A,#N/A
2021-06-01 16:23:37,2021-06-01,CARE,"Carter Bankshares, Inc.",Van Dyke Litz H,CEO,P - Purchase,$15.41,129,"18,557",1%,#ERROR!,129,1988
2021-06-01 16:24:11,2021-05-27,NSP,"Insperity, Inc.",Sharp Douglas S,"SVP Finance, CFO, Treasurer",S - Sale,$93.65,"-5,208","27,621",-16%,"-$487,729",#N/A,#N/A
2021-06-01 16:24:12,2021-05-27,RDFN,Redfin Corp,Kappus Anthony Ray,GC,S - Sale,$57.65,"-3,151",823,-79%,"-$181,655",#N/A,#N/A
2021-06-01 16:25:51,2021-05-28,HRI,Herc Holdings Inc,Peres Tamir,"SVP, CIO",S - Sale,$113.00,"-3,962","20,685",-16%,"-$447,706",#N/A,#N/A
2021-06-01 16:27:04,2021-05-28,JNPR,Juniper Networks Inc,Austin Thomas A,"VP Corp Controller, CAO",S - Sale,$26.43,"-2,322","6,430",-27%,"-$61,370",#N/A,#N/A
2021-06-01 16:28:17,2021-06-01,AKR,Acadia Realty Trust,Blacksberg Jason,"SVP, GC",S - Sale+OE,$22.13,"-3,000",0,-100%,"-$66,390",#N/A,#N/A
2021-06-01 16:28:24,2021-05-27,SEAC,Seachange International Inc,Prinn Michael,CFO,S - Sale,$1.15,"-1,806","12,480",-13%,"-$2,077",#N/A,#N/A
2021-06-01 16:29:41,2021-05-27,ROLL,Rbc Bearings Inc,Levine Alan B,Dir,S - Sale+OE,$193.74,"-1,200","18,527",-6%,"-$232,489",#N/A,#N/A
2021-06-01 16:29:54,2021-05-27,RCM,R1 Rcm Inc.,Tcp-Asc Achi Series Lllp,"Dir, 10%",S - Sale+OE,$22.21,"-16,912,646","139,289,200",-11%,"-$375,668,833",#N/A,#N/A
2021-06-01 16:30:23,2021-05-27,OSH,"Oak Street Health, Inc.",Cook Timothy M,CFO,S - Sale,$60.27,"-22,500","1,464,876",-2%,"-$1,356,038",#N/A,#N/A
2021-06-01 16:30:49,2021-05-27,ALG,Alamo Group Inc,Robinson Ronald A,"Pres, CEO",S - Sale,$153.41,"-3,483","229,678",-1%,"-$534,312",#N/A,#N/A
2021-06-01 16:30:58,2021-05-27,ROLL,Rbc Bearings Inc,Stewart Edward,Dir,S - Sale+OE,$193.38,"-1,600","22,083",-7%,"-$309,411",#N/A,#N/A
2021-06-01 16:31:16,2021-05-28,QRVO,"Qorvo, Inc.",Bruggeworth Robert A,"Pres, CEO",S - Sale,$185.28,-555,"164,700",0%,"-$102,830",#N/A,#N/A
2021-06-01 16:32:04,2021-05-28,YMAB,"Y-Mabs Therapeutics, Inc.",Gad Thomas,See Remarks,S - Sale,$36.95,"-4,000","1,603,927",0%,"-$147,813",#N/A,#N/A
2021-06-01 16:32:15,2021-05-27,LIND,"Lindblad Expeditions Holdings, Inc.",Berle Dolf A,CEO,P - Purchase,$17.45,#ERROR!,"58,452",166%,#ERROR!,36500,636974
2021-06-01 16:32:55,2021-05-27,AMRC,"Ameresco, Inc.",Wisneski Francis V Jr,Dir,S - Sale,$53.66,"-3,000","32,176",-9%,"-$160,974",#N/A,#N/A
2021-06-01 16:33:12,2021-05-27,BCRX,Biocryst Pharmaceuticals Inc,Sheridan William P,Chief Medical Officer,S - Sale+OE,$15.01,"-163,573","14,475",-92%,"-$2,455,431",#N/A,#N/A
2021-06-01 16:35:55,2021-05-26,HCHC,"Hc2 Holdings, Inc.",Glazer Avram A,"Dir, 10%",P - Purchase,$4.00,#ERROR!,"2,806,690",1%,#ERROR!,26455,105704
2021-06-01 16:37:10,2021-05-27,OOMA,Ooma Inc,Gustke James A.,VP of Marketing,S - Sale+OE,$18.74,"-9,497","125,113",-7%,"-$178,020",#N/A,#N/A
2021-06-01 16:38:24,2021-05-27,NPTN,Neophotonics Corp,Carano Bandel L,Dir,S - Sale+OE,$10.26,"-7,407","10,854",-41%,"-$75,996",#N/A,#N/A
2021-06-01 16:39:57,2021-05-26,CDR,"Cedar Realty Trust, Inc.",Stern Sharon Hochfelder,Dir,P - Purchase,$14.03,#ERROR!,"3,600",New,#ERROR!,3600,50490
2021-06-01 16:40:02,2021-05-28,KFS,Kingsway Financial Services Inc,Fitzgerald John Taylor Maloney,"Pres, CEO",P - Purchase,$4.93,422,"1,940,889",0%,#ERROR!,422,2079
2021-06-01 16:40:14,2021-05-27,SMED,Sharps Compliance Corp,Holmes Parris H Jr,Dir,S - Sale,$13.78,"-112,436","796,033",-12%,"-$1,548,809",#N/A,#N/A
2021-06-01 16:40:23,2021-05-27,OOMA,Ooma Inc,Narula Ravi,CFO,S - Sale,$17.79,"-4,750","266,216",-2%,"-$84,486",#N/A,#N/A
2021-06-01 16:41:48,2021-05-27,CTSH,Cognizant Technology Solutions Corp,Patsalos-Fox Michael,Dir,S - Sale+OE,$71.20,"-5,858","61,972",-9%,"-$417,090",#N/A,#N/A
2021-06-01 16:42:05,2021-05-28,SEM,Select Medical Holdings Corp,Jackson Martin F,EVP,S - Sale,$40.07,"-50,000","1,145,964",-4%,"-$2,003,500",#N/A,#N/A
2021-06-01 16:42:28,2021-05-27,OOMA,Ooma Inc,Stang Eric B,"CEO, Pres",S - Sale,$19.05,"-35,000","951,640",-4%,"-$666,629",#N/A,#N/A
2021-06-01 16:43:37,2021-06-01,ZOM,Zomedica Corp.,Cohen Robert,CEO,S - Sale+OE,$0.81,"-3,193,750",0,-100%,"-$2,595,880",#N/A,#N/A
2021-06-01 16:44:08,2021-05-27,OOMA,Ooma Inc,Yeh Jenny C,"VP, GC, Sec.",S - Sale+OE,$18.57,"-5,297","58,349",-8%,"-$98,350",#N/A,#N/A
2021-06-01 16:44:45,2021-05-28,LCI,Lannett Co Inc,Farber Jeffrey,"Dir, 10%",P - Purchase,$4.37,#ERROR!,"1,678,510",1%,#ERROR!,10000,43700
2021-06-01 16:45:48,2021-06-01,KRTX,"Karuna Therapeutics, Inc.",Pande Atul,Dir,S - Sale+OE,$111.44,"-2,500",0,-100%,"-$278,600",#N/A,#N/A
2021-06-01 16:46:23,2021-05-28,KFS,Kingsway Financial Services Inc,Hansen Kent A,"CFO, EVP",P - Purchase,$4.93,304,"57,825",1%,#ERROR!,304,1498
2021-06-01 16:49:26,2021-06-01,OSH,"Oak Street Health, Inc.",General Atlantic LLC,"Dir, 10%",S - Sale,$60.14,"-7,260,689","61,384,475",-11%,"-$436,657,836",#N/A,#N/A
2021-06-01 16:51:13,2021-05-27,ASMB,"Assembly Biosciences, Inc.",Delaney William E IV,Chief Scientific Officer,S - Sale,$4.03,"-4,129","53,121",-7%,"-$16,637",#N/A,#N/A
2021-06-01 16:55:01,2021-05-28,GSHD,"Goosehead Insurance, Inc.",Moxley Michael Patrick,VP of Service Delivery,S - Sale+OE,$90.80,"-2,500","92,008",-3%,"-$227,002",#N/A,#N/A
2021-06-01 16:56:32,2021-05-27,MOGA.,Moog Inc.,Roche Patrick J,VP,S - Sale+OE,$89.48,-990,"12,492",-7%,"-$88,584",#N/A,#N/A
2021-06-01 16:58:00,2021-05-18,POLA,"Polar Power, Inc.",Albrecht Keith,Dir,S - Sale,$10.15,"-2,320","21,014",-10%,"-$23,548",#N/A,#N/A
2021-06-01 16:58:35,2021-05-28,GSHD,"Goosehead Insurance, Inc.",Burks Drew,CIO,S - Sale+OE,$90.69,"-1,000",39,-96%,"-$90,690",#N/A,#N/A
2021-06-01 17:02:18,2021-05-28,UVSP,Univest Financial Corp,Moyer K Leon,Dir,S - Sale,$28.99,"-2,500","73,320",-3%,"-$72,475",#N/A,#N/A
2021-06-01 17:02:57,2021-05-28,IPGP,Ipg Photonics Corp,Ip Fibre Devices Ltd,10%,S - Sale,$210.05,"-16,574","6,944,048",0%,"-$3,481,284",#N/A,#N/A
2021-06-01 17:03:37,2021-05-14,CDLX,"Cardlytics, Inc.",Balen John V,Dir,P - Purchase,$95.87,#ERROR!,"27,074",12%,#ERROR!,3000,287600
2021-06-01 17:03:48,2021-05-27,CSTL,Castle Biosciences Inc,Maetzold Derek J,"Pres, Chief Exec. Officer",S - Sale,$60.14,"-13,531","1,030,916",-1%,"-$813,818",#N/A,#N/A
2021-06-01 17:04:31,2021-05-28,TITN,Titan Machinery Inc.,Meyer David Joseph,"COB, CEO, 10%",S - Sale,$31.67,"-400,000","1,862,864",-18%,"-$12,666,000",#N/A,#N/A
2021-06-01 17:05:44,2021-05-27,CME,Cme Group Inc.,Winkler Julie,Sr MD Chief Commercial Officer,S - Sale,$217.00,"-3,500","25,400",-12%,"-$759,500",#N/A,#N/A
2021-06-01 17:05:55,2021-06-01,VRSK,"Verisk Analytics, Inc.",Shavel Lee,"Group Pres, CFO",S - Sale,$173.14,"-5,800","33,655",-15%,"-$1,004,194",#N/A,#N/A
2021-06-01 17:06:37,2021-06-01,VRSK,"Verisk Analytics, Inc.",Wright David B,Dir,S - Sale,$171.50,"-3,000","26,298",-10%,"-$514,500",#N/A,#N/A
2021-06-01 17:07:11,2021-05-27,RES,Rpc Inc,Lor Inc,10%,S - Sale,$5.00,"-5,000","107,744,309",0%,"-$25,022",#N/A,#N/A
2021-06-01 17:08:44,2021-05-27,RES,Rpc Inc,Rollins Gary W,"Dir, 10%",S - Sale,$5.00,"-5,000","123,531,203",0%,"-$25,022",#N/A,#N/A
2021-06-01 17:08:53,2021-06-01,WOOF,"Petco Health & Wellness Company, Inc.","Scooby Aggregator, LP",10%,S - Sale,$23.16,"-22,000,000","149,224,140",-13%,"-$509,520,000",#N/A,#N/A
2021-06-01 17:09:23,2019-07-18,CLXT,"Calyxt, Inc.",Kozicz-Stankiewicz Anna Ewa,Dir,S - Sale,$10.00,-735,"17,865",-4%,"-$7,350",#N/A,#N/A
