FilingDate,TradeDate,Ticker,CompanyName,InsiderName,Title,TradeType,Price,Qty,Owned,DeltaOwn,Value
2021-06-02,2021-06-01,MCO,Moodys Corp /de/,Fauber Robert,"Pres, CEO",S - Sale,338.06,-447.0,55257.0,-1.0,-151113.0
2021-06-02,2021-06-01,FPAY,"Flexshopper, Inc.",Dvorkin Howard,"Dir, 10%",P - Purchase,2.6,31004.0,2830440.0,1.0,80610.0
2021-06-02,2021-06-02,BKI,"Black Knight, Inc.",Jabbour Anthony M,CEO,P - Purchase,71.77,13900.0,588313.0,2.0,997603.0
2021-06-02,2021-06-01,XYL,Xylem Inc.,Pine Matthew Francis,SVP,S - Sale+OE,119.31,-3604.0,42021.0,-8.0,-429994.0
2021-06-02,2021-06-01,SRE,Sempra Energy,Sagara Kevin C.,"EVP, Group Pres",S - Sale,135.69,-15525.0,6888.0,-69.0,-2106587.0
2021-06-02,2021-06-01,XYL,Xylem Inc.,Tambakeras Markos I,Dir,S - Sale,119.12,-3000.0,71637.0,-4.0,-357360.0
2021-06-02,2021-06-01,ASAN,"Asana, Inc.",Farinacci Chris,COO,S - Sale+OE,36.16,-26072.0,289000.0,-8.0,-942761.0
2021-06-02,2021-06-01,EL,Estee Lauder Companies Inc,Freda Fabrizio,"Pres, CEO",S - Sale,308.0,-32209.0,75674.0,-30.0,-9920372.0
2021-06-02,2021-06-01,AKRO,"Akero Therapeutics, Inc.",Young Jonathan,COO,S - Sale,26.24,-3055.0,224010.0,-1.0,-80151.0
2021-06-02,2021-06-01,NXGN,"Nextgen Healthcare, Inc.",Barbarosh Craig A.,Dir,S - Sale,16.56,-9000.0,81946.0,-10.0,-149065.0
2021-06-02,2021-06-01,AXON,"Axon Enterprise, Inc.",Cullivan Julie A,Dir,S - Sale,138.76,-281.0,8712.0,-3.0,-38991.0
2021-06-02,2021-06-01,V,Visa Inc.,McInerney Ryan,Pres,S - Sale+OE,229.5,-11193.0,139715.0,-7.0,-2568780.0
2021-06-02,2021-06-01,SRE,Sempra Energy,Mihalik Trevor I,"EVP, CFO",S - Sale,135.75,-5387.0,11535.0,-32.0,-731285.0
2021-06-02,2021-06-02,GOOG,Alphabet Inc.,O'Toole Amie Thuener,"VP, Chief Accounting Officer",S - Sale,2435.85,-48.0,3546.0,-1.0,-116921.0
2021-06-02,2021-06-02,AFG,American Financial Group Inc,Hertzman Brian S.,"SVP, CFO",S - Sale,135.58,-1620.0,11333.0,-13.0,-219643.0
2021-06-02,2021-06-02,VIAV,Viavi Solutions Inc.,Scrivanich Luke M,SVP GM OSP,S - Sale+OE,17.39,-2532.0,48298.0,-5.0,-44031.0
2021-06-02,2021-06-02,CARG,"Cargurus, Inc.",Parafestas Anastasios,Dir,S - Sale,27.36,-10000.0,4369177.0,0.0,-273600.0
2021-06-02,2021-06-02,CARG,"Cargurus, Inc.",Schwartz Greg M,Dir,S - Sale,27.33,-3900.0,14942.0,-21.0,-106587.0
2021-06-02,2021-06-02,WHLR,"Wheeler Real Estate Investment Trust, Inc.",Carter Stefani D,Dir,P - Purchase,4.89,1800.0,1800.0,99999.0,8802.0
2021-06-02,2021-06-02,GOOG,Alphabet Inc.,Pichai Sundar,CEO,S - Sale+OE,2429.38,-3000.0,162938.0,-2.0,-7288147.0
2021-06-02,2021-06-02,TTEK,Tetra Tech Inc,Ritrievi Kimberly E,Dir,S - Sale,119.05,-8524.0,33376.0,-20.0,-1014752.0
2021-06-02,2021-06-02,DNB,"Dun & Bradstreet Holdings, Inc.",Jabbour Anthony M,CEO,P - Purchase,20.96,47700.0,5055700.0,1.0,999620.0
2021-06-02,2021-06-02,ACRS,"Aclaris Therapeutics, Inc.",Walker Neal,"Pres, CEO",S - Sale+OE,21.64,-33260.0,1232182.0,-3.0,-719735.0
2021-06-02,2021-06-02,WTBA,West Bancorporation Inc,Gulling Douglas R,"EVP, TREASURER, CFO",S - Sale,28.17,-5000.0,112460.0,-4.0,-140850.0
2021-06-02,2021-06-02,ACRS,"Aclaris Therapeutics, Inc.",Ruffo Frank,CFO,S - Sale+OE,21.64,-15037.0,169872.0,-8.0,-325383.0
2021-06-02,2021-06-02,AVA,Avista Corp,Morris Scott L,Chairman of the Board,S - Sale,45.11,-10000.0,136675.0,-7.0,-451100.0
2021-06-02,2021-06-02,HL,Hecla Mining Co/de/,Crumley Theodore,Dir,S - Sale,9.34,-50000.0,76536.0,-40.0,-467075.0
2021-06-02,2021-06-02,SAIL,"Sailpoint Technologies Holdings, Inc.",Melin Heidi M,Dir,S - Sale,45.97,-3000.0,15314.0,-16.0,-137910.0
2021-06-02,2021-06-02,CBNK,Capital Bancorp Inc,Bernstein Joshua,Dir,S - Sale+OE,22.16,-6842.0,849096.0,-1.0,-151633.0
2021-06-02,2021-06-02,EQIX,Equinix Inc,Baack Sara,Chief Product Officer,S - Sale,750.0,-250.0,13517.0,-2.0,-187500.0
2021-06-02,2021-06-02,VIAV,Viavi Solutions Inc.,Siebert Kevin Christopher,"SVP Gen. Counsel, Secretary",S - Sale+OE,17.39,-2340.0,42198.0,-5.0,-40693.0
2021-06-02,2021-06-02,XFOR,"X4 Pharmaceuticals, Inc",Ragan Paula,"Pres, CEO",S - Sale,9.5,-2400.0,406248.0,-1.0,-22800.0
2021-06-02,2021-06-02,VIAV,Viavi Solutions Inc.,Staley Gary W,SVP Global Sales NSE,S - Sale+OE,17.39,-1714.0,73028.0,-2.0,-29806.0
2021-06-02,2021-06-02,ACRS,"Aclaris Therapeutics, Inc.",Monahan Joseph,Chief Scientific Officer,S - Sale+OE,21.64,-21790.0,85535.0,-20.0,-471437.0
2021-06-02,2021-06-02,NTGR,"Netgear, Inc.",Durr Laura,Dir,S - Sale,36.8,-3400.0,14207.0,-19.0,-125120.0
2021-06-02,2021-06-01,RCM,R1 Rcm Inc.,Flanagan Joseph Gerard,"Pres, CEO",S - Sale,21.83,-500000.0,2481799.0,-17.0,-10912500.0
2021-06-02,2021-06-01,AVID,"Avid Technology, Inc.",Hawthorne Nancy,Dir,S - Sale,31.03,-1250.0,136220.0,-1.0,-38788.0
2021-06-02,2021-06-01,DGICA,Donegal Group Inc,Mahan Jon Marshall,Dir,S - Sale+OE,15.27,-12000.0,7488.0,-62.0,-183195.0
2021-06-02,2021-06-01,NTGR,"Netgear, Inc.",Butterfass Sarah,Dir,S - Sale,39.01,-1302.0,7504.0,-15.0,-50791.0
2021-06-02,2021-06-01,CCOI,"Cogent Communications Holdings, Inc.",Bubeck James,Chief Revenue Officer,S - Sale,74.96,-1920.0,35702.0,-5.0,-143922.0
2021-06-02,2021-06-01,MKSI,Mks Instruments Inc,Mora Elizabeth,Dir,S - Sale,190.0,-300.0,15448.0,-2.0,-57000.0
2021-06-02,2021-06-01,NTGR,"Netgear, Inc.",Lo Patrick Cs,CEO,S - Sale+OE,38.59,-26075.0,519509.0,-5.0,-1006234.0
2021-06-02,2021-06-01,FELE,Franklin Electric Co Inc,Sengstack Gregg C,"Chairperson, CEO",S - Sale,84.54,-11397.0,458426.0,-2.0,-963557.0
2021-06-02,2021-06-01,L,Loews Corp,Berman Ann E,Dir,S - Sale+OE,58.68,-429.0,0.0,-100.0,-25174.0
2021-06-02,2021-06-01,L,Loews Corp,Bower Joseph L,Dir,S - Sale+OE,58.68,-215.0,11880.0,-2.0,-12616.0
2021-06-02,2021-06-01,L,Loews Corp,Diker Charles M,Dir,S - Sale+OE,58.63,-429.0,14908.0,-3.0,-25152.0
2021-06-02,2021-06-01,L,Loews Corp,Fribourg Paul J,Dir,S - Sale+OE,58.7,-429.0,0.0,-100.0,-25182.0
2021-06-02,2021-06-01,L,Loews Corp,Harris Walter L,Dir,S - Sale+OE,58.62,-429.0,17908.0,-2.0,-25148.0
2021-06-02,2021-06-01,IBTX,"Independent Bank Group, Inc.",Haynie Mark S,"EVP, GC",S - Sale,79.48,-13815.0,15570.0,-47.0,-1097983.0
2021-06-02,2021-06-01,L,Loews Corp,Laskawy Philip A,Dir,S - Sale+OE,58.65,-429.0,13365.0,-3.0,-25161.0
2021-06-02,2021-06-01,RMD,Resmed Inc,Sodhi Rajwant,"Pres, SaaS Business",S - Sale,207.13,-1500.0,27165.0,-5.0,-310695.0
2021-06-02,2021-06-01,HMN,Horace Mann Educators Corp /de/,McClure Beverley J.,Dir,S - Sale,39.93,-550.0,20125.0,-3.0,-21962.0
2021-06-02,2021-06-01,BRKL,Brookline Bancorp Inc,Slotnik Joseph J,Dir,S - Sale,17.05,-5000.0,183275.0,-3.0,-85250.0
2021-06-02,2021-06-01,ACA,"Arcosa, Inc.",Cole Kerry S,Group Pres,S - Sale,63.36,-16025.0,27091.0,-37.0,-1015344.0
2021-06-02,2021-06-01,RMD,Resmed Inc,Hollingshead James,"Pres, Sleep Business",S - Sale,206.03,-2400.0,78338.0,-3.0,-494475.0
2021-06-02,2021-06-01,USNA,Usana Health Sciences Inc,Iiekking G Doug,CFO,S - Sale,106.97,-511.0,1400.0,-27.0,-54660.0
2021-06-02,2021-06-01,ADTX,"Aditx Therapeutics, Inc.",Albanna Amro A.,CEO,P - Purchase,2.93,3400.0,751620.0,0.0,9974.0
2021-06-02,2021-06-01,ADTX,"Aditx Therapeutics, Inc.",Albanna Rowena,COO,P - Purchase,2.93,3400.0,751620.0,0.0,9974.0
2021-06-02,2021-06-01,FRME,First Merchants Corp,Sherman Patrick A,Dir,P - Purchase,45.86,11.0,47945.0,0.0,500.0
2021-06-02,2021-06-01,TPL,Texas Pacific Land Corp,Stahl Murray,Dir,P - Purchase,1499.04,29.0,376577.0,0.0,43472.0
2021-06-02,2021-06-01,SAM,Boston Beer Co Inc,Koch C James,"COB, 10%",S - Sale,1052.3,-2500.0,270407.0,-1.0,-2630754.0
2021-06-02,2021-06-01,WNC,Wabash National Corp,Yeagy Brent L,"Pres, CEO",S - Sale,16.08,-1836.0,405660.0,0.0,-29523.0
2021-06-02,2021-06-01,REX,Rex American Resources Corp,Bruggeman Douglas,"CFO, VP-Finance, Treasurer",S - Sale,98.26,-1000.0,25470.0,-4.0,-98260.0
2021-06-02,2021-06-01,CTXS,Citrix Systems Inc,Ferrer Mark J,"EVP, Chief Revenue Officer",S - Sale,115.16,-3186.0,49939.0,-6.0,-366900.0
2021-06-02,2021-06-01,CTXS,Citrix Systems Inc,Henshall David J,"CEO, Pres",S - Sale,115.16,-5860.0,361397.0,-2.0,-674838.0
2021-06-02,2021-06-01,CTXS,Citrix Systems Inc,Shenkman Arlen,"EVP, CFO",S - Sale,115.16,-935.0,70507.0,-1.0,-107675.0
2021-06-02,2021-06-01,KBAL,Kimball International Inc,Wolfe Timothy J,"EVP, CFO",P - Purchase,13.53,10000.0,20000.0,100.0,135276.0
2021-06-02,2021-06-01,FNF,"Fidelity National Financial, Inc.",Gravelle Michael L,EVP,S - Sale,47.42,-70000.0,174614.0,-29.0,-3319260.0
2021-06-02,2021-06-01,DE,Deere & Co,Von Pentz Markwart,"Pres, Small Ag, Turf",S - Sale+OE,365.19,-23463.0,64593.0,-27.0,-8568453.0
2021-06-02,2021-06-01,GRMN,Garmin Ltd,Burrell Jonathan,"Dir, 10%",S - Sale,142.8,-150000.0,21305477.0,-1.0,-21419388.0
2021-06-02,2021-06-01,FBHS,"Fortune Brands Home & Security, Inc.",Hackett Ann F,Dir,S - Sale,104.43,-1346.0,35215.0,-4.0,-140563.0
2021-06-02,2021-06-01,JOUT,Johnson Outdoors Inc,Pyle Thomas F Jr,Dir,S - Sale,122.67,-2989.0,29925.0,-9.0,-366654.0
2021-06-02,2021-06-01,SPR,"Spirit Aerosystems Holdings, Inc.",Johnson Robert D,Dir,S - Sale,49.8,-500.0,20641.0,-2.0,-24900.0
2021-06-02,2021-06-01,EMN,Eastman Chemical Co,Stuckey Perry,"SVP, Chf HR Ofcr",S - Sale+OE,130.03,-6305.0,38361.0,-14.0,-819839.0
2021-06-02,2021-06-01,NSC,Norfolk Southern Corp,Mongeau Claude,Dir,P - Purchase,282.69,2350.0,14350.0,20.0,664316.0
2021-06-02,2021-06-01,ASB,Associated Banc-Corp,Lau Timothy J,EVP,S - Sale+OE,0.0,-9751.0,60202.0,-14.0,0.0
2021-06-02,2021-06-01,CCF,Chase Corp,Chase Adam,"Pres, CEO",S - Sale,107.4,-1000.0,339434.0,0.0,-107400.0
2021-06-02,2021-06-01,DECK,Deckers Outdoor Corp,Lafitte David E.,COO,S - Sale,338.72,-500.0,23182.0,-2.0,-169360.0
2021-06-02,2021-06-01,TSE,Trinseo S.A.,M&g Investment Management Ltd,10%,S - Sale,66.5,-3000.0,7634044.0,0.0,-199500.0
2021-06-02,2021-06-01,MGPI,Mgp Ingredients Inc,Mingus Lori L.S.,Dir,S - Sale,70.35,-639.0,546389.0,0.0,-44952.0
2021-06-02,2021-06-01,MGPI,Mgp Ingredients Inc,Seaberg Karen,"Dir, 10%",S - Sale,70.35,-71.0,3241961.0,0.0,-4995.0
2021-06-02,2021-06-01,MSEX,Middlesex Water Co,Oconnor A Bruce,"SVP, CFO",S - Sale,85.77,-3950.0,34029.0,-10.0,-338788.0
2021-06-02,2021-06-01,DE,Deere & Co,Campbell Ryan D,"SVP, CFO",S - Sale+OE,365.19,-12033.0,9983.0,-55.0,-4394331.0
2021-06-02,2021-06-01,VMI,Valmont Industries Inc,Schapper Aaron M,EVP Infrastructure,S - Sale,251.0,-1004.0,7480.0,-12.0,-252004.0
2021-06-02,2021-06-01,AEP,American Electric Power Co Inc,Akins Nicholas K,"Pres, CEO",S - Sale,86.17,-2100.0,104488.0,-2.0,-180957.0
2021-06-02,2021-06-01,ROK,"Rockwell Automation, Inc",Wlodarczyk Francis,SVP,S - Sale+OE,267.52,-3400.0,8172.0,-29.0,-909583.0
2021-06-02,2021-06-01,THG,"Hanover Insurance Group, Inc.",Salvatore Bryan J,EVP,S - Sale+OE,139.7,-5591.0,13864.0,-29.0,-781069.0
2021-06-02,2021-06-01,DAWN,"Day One Biopharmaceuticals, Inc.",Canaan Xi L.P.,10%,P - Purchase,16.0,13000.0,10735645.0,0.0,208000.0
2021-06-02,2021-06-01,LOV,Spark Networks Se,Canaan VIII LP,10%,S - Sale,5.8,-24000.0,2822952.0,-1.0,-139309.0
2021-06-02,2021-06-01,DLTR,"Dollar Tree, Inc.",Bridgeford Gregory M,Dir,P - Purchase,99.02,5100.0,5899.0,638.0,505003.0
2021-06-02,2021-06-01,MBI,Mbia Inc,Shasta Theodore,Dir,S - Sale,10.05,-5703.0,46346.0,-11.0,-57315.0
2021-06-02,2021-06-01,ALG,Alamo Group Inc,Robinson Ronald A,Employee,S - Sale,155.0,-4982.0,224696.0,-2.0,-772227.0
2021-06-02,2021-06-01,TENB,"Tenable Holdings, Inc.",Riddick Stephen A,"GC, Secretary",S - Sale+OE,41.82,-2420.0,25069.0,-9.0,-101204.0
2021-06-02,2021-06-01,DVN,Devon Energy Corp/de,Humphers Jeremy D.,SVP-Chief Accounting Officer,S - Sale,29.78,-1500.0,122972.0,-1.0,-44670.0
2021-06-02,2021-06-01,SCVL,Shoe Carnival Inc,Scibetta Carl N.,SEVP - CHIEF MERCHANDISE Offic,S - Sale,70.03,-7984.0,42765.0,-16.0,-559120.0
2021-06-02,2021-06-01,REAL,"Therealreal, Inc.",Wainwright Julie,CEO,S - Sale,17.52,-60000.0,2960497.0,-2.0,-1051200.0
2021-06-02,2021-06-01,MAA,Mid America Apartment Communities Inc.,Delpriore Robert J.,"EVP, GC",S - Sale,160.3,-6000.0,49435.0,-11.0,-961786.0
2021-06-02,2021-06-01,RDI,Reading International Inc,Cotter Ellen M,"Dir, Pres, CEO, 10%",S - Sale,6.62,-8000.0,2215314.0,0.0,-52976.0
2021-06-02,2021-06-01,RDI,Reading International Inc,James J. Cotter Living Trust,"Member of Sec.13(d)(3) Group, 10%",S - Sale,6.62,-8000.0,1424649.0,-1.0,-52976.0
2021-06-02,2021-06-01,OM,"Outset Medical, Inc.",Trigg Leslie,"Pres, CEO",S - Sale+OE,47.9,-20000.0,259428.0,-7.0,-957930.0
2021-06-02,2021-06-01,URBN,Urban Outfitters Inc,McDonald Wesley S,Dir,S - Sale+OE,39.67,-10000.0,0.0,-100.0,-396700.0
2021-06-02,2021-06-01,RGCO,Rgc Resources Inc,Oliver Lawrence T.,"VP, Interim CFO, Sec., Treas.",P - Purchase,23.03,9.0,4270.0,0.0,200.0
2021-06-02,2021-06-01,RDI,Reading International Inc,Cotter Margaret,"Chairperson, EVP - RE Dev, NY, 10%",S - Sale,6.62,-8000.0,2269481.0,0.0,-52976.0
2021-06-02,2021-06-01,OM,"Outset Medical, Inc.",Vazquez Martin,COO,S - Sale+OE,47.91,-5000.0,9255.0,-35.0,-239529.0
2021-06-02,2021-06-01,TRUE,"Truecar, Inc.",Buce Robert,Dir,S - Sale,5.66,-17500.0,429278.0,-4.0,-99003.0
2021-06-02,2021-06-01,SAIL,"Sailpoint Technologies Holdings, Inc.",Ream Jason,CFO,S - Sale+OE,44.87,-15000.0,109055.0,-12.0,-673025.0
2021-06-02,2021-06-01,OM,"Outset Medical, Inc.",Grossman D Keith,Dir,S - Sale+OE,47.92,-1296.0,11604.0,-10.0,-62102.0
2021-06-02,2021-06-01,BATL,Battalion Oil Corp,Germann Scott,Dir,S - Sale,13.11,-553.0,4239.0,-12.0,-7250.0
2021-06-02,2021-06-01,SAIL,"Sailpoint Technologies Holdings, Inc.",Mills Matt,"Pres, Worldwide Field Ops",S - Sale,45.56,-1769.0,126372.0,-1.0,-80591.0
2021-06-02,2021-06-01,ELY,Callaway Golf Co,Brewer Oliver G III,"Pres, CEO",S - Sale+OE,37.21,-497537.0,980443.0,-34.0,-18513849.0
2021-06-02,2021-06-01,ROOT,"Root, Inc.",Manges Daniel,"CTO, 10%",S - Sale+OE,8.8,-150000.0,287424.0,-34.0,-1320000.0
2021-06-02,2021-06-01,APLS,"Apellis Pharmaceuticals, Inc.",Perry Nicole D,VP - Accounting,S - Sale+OE,56.4,-1000.0,4847.0,-17.0,-56400.0
2021-06-02,2021-06-01,RLMD,"Relmada Therapeutics, Inc.",Casamento Charles J,Dir,S - Sale,33.34,-3000.0,6950.0,-30.0,-100020.0
2021-06-02,2021-06-01,MAA,Mid America Apartment Communities Inc.,Grimes Thomas L Jr,"EVP, COO",S - Sale,160.62,-10000.0,76936.0,-12.0,-1606201.0
2021-06-02,2021-06-01,BWXT,"Bwx Technologies, Inc.",Loving Richard W,"SVP, CAO",S - Sale,62.95,-300.0,20800.0,-1.0,-18885.0
2021-06-02,2021-06-01,HLI,"Houlihan Lokey, Inc.",Adelson Scott Joseph,CO-Pres,S - Sale+OE,75.0,-12383.0,0.0,-100.0,-928725.0
2021-06-02,2021-06-01,CYTK,Cytokinetics Inc,Cragg David,"Chief HR, Admin Officer",S - Sale+OE,21.63,-14999.0,161171.0,-9.0,-324389.0
2021-06-02,2021-06-01,HLI,"Houlihan Lokey, Inc.",Gold Irwin,"Exec COB, 10%",S - Sale+OE,75.24,-10000.0,0.0,-100.0,-752400.0
2021-06-02,2021-06-01,KFRC,Kforce Inc,Hackman Jeffrey B.,"SVP Finance, Accounting",S - Sale,64.0,-1000.0,62979.0,-2.0,-64000.0
2021-06-02,2021-06-01,HBAN,Huntington Bancshares Inc /md/,Pierce Sandra E.,Senior Exec VP,S - Sale,16.0,-85986.0,443258.0,-16.0,-1375776.0
2021-06-02,2021-06-01,SF,Stifel Financial Corp,Nesi Victor,Co-Pres,S - Sale,69.94,-10000.0,284148.0,-3.0,-699400.0
2021-06-02,2021-06-01,ADTX,"Aditx Therapeutics, Inc.",Shabahang Shahrokh,CHIEF INNOVATION OFFICER,P - Purchase,2.93,490.0,1016098.0,0.0,1436.0
2021-06-02,2021-06-01,OSH,"Oak Street Health, Inc.",Newlight Partners LP,"Dir, 10%",S - Sale,62.0,-4791569.0,40509640.0,-11.0,-297077278.0
2021-06-02,2021-06-01,CHUY,"Chuy'S Holdings, Inc.",Howie Jon W,"VP, CFO",S - Sale,41.03,-504.0,57589.0,-1.0,-20679.0
2021-06-02,2021-06-01,ATSG,"Air Transport Services Group, Inc.",Hete Joseph C,Dir,S - Sale+OE,25.0,-10000.0,480086.0,-2.0,-250000.0
2021-06-02,2021-06-01,PUMP,Propetro Holding Corp.,Armour Spencer D III,Dir,S - Sale+OE,10.46,-32931.0,54515.0,-38.0,-344458.0
2021-06-02,2021-06-01,KBLB,"Kraig Biocraft Laboratories, Inc",Thompson Kimberly Kraig,"CEO, CFO, 10%",S - Sale,0.0,-60000.0,204292884.0,0.0,0.0
2021-06-02,2021-06-01,CYH,Community Health Systems Inc,Jennings William Norris,Dir,S - Sale+OE,15.51,-30000.0,67112.0,-31.0,-465300.0
2021-06-02,2021-06-01,DCT,"Duck Creek Technologies, Inc.",Chippari Vincent A,CFO,S - Sale,38.76,-25000.0,450304.0,-5.0,-968923.0
2021-06-02,2021-06-01,BSX,Boston Scientific Corp,Mackey Edward F,"EVP, Operations",S - Sale,42.71,-68173.0,23722.0,-74.0,-2911580.0
2021-06-02,2021-06-01,NRIX,"Nurix Therapeutics, Inc.",Hansen Gwenn,Chief Scientific Officer,S - Sale+OE,27.74,-400.0,13804.0,-3.0,-11096.0
2021-06-02,2021-06-01,SAFE,Safehold Inc.,Istar Inc.,10%,P - Purchase,70.98,28173.0,35091862.0,0.0,1999858.0
2021-06-02,2021-06-01,SO,Southern Co,Kuczynski Stephen E,"Pres, CEO, Southern Nuclear",S - Sale,64.13,-2500.0,91651.0,-3.0,-160325.0
