FilingDate,TradeDate,Ticker,CompanyName,InsiderName,Title,TradeType,Price,Qty,Owned,DeltaOwn,Value
2021-10-01,2021-09-30,ENPH,"Enphase Energy, Inc.",Kothandaraman Badrinarayanan,"Pres, CEO",S - Sale,150.49,-30000.0,986304.0,-3.0,-4514573.0
2021-10-01,2021-10-01,MAX,"Mediaalpha, Inc.",Mikalis Brian,See Remarks,S - Sale,18.67,-1699.0,11060.0,-13.0,-31720.0
2021-10-01,2021-09-30,TLYS,"Tilly'S, Inc.",Kerr Janet,Dir,S - Sale,14.07,-8000.0,45772.0,-15.0,-112560.0
2021-10-01,2021-09-30,CMCT,Cim Commercial Trust Corp,Kuba Shaul,"Dir, 10%",P - Purchase,8.86,67729.0,9246867.0,0.01,600185.0
2021-10-01,2021-09-30,CMCT,Cim Commercial Trust Corp,Shemesh Avraham,"Dir, 10%",P - Purchase,8.86,67729.0,9246867.0,0.01,600185.0
2021-10-01,2021-09-30,CMCT,Cim Commercial Trust Corp,Ressler Richard S,"Dir, 10%",P - Purchase,8.86,67729.0,9324075.0,0.01,600185.0
2021-10-01,2021-09-29,MTN,Vail Resorts Inc,Vaughn Peter A,Dir,S - Sale,343.77,-975.0,6922.0,-12.0,-335176.0
2021-10-01,2021-09-29,TLS,Telos Corp,Williams Edward L,"EVP, COO",S - Sale,28.47,-88148.0,509730.0,-15.0,-2509403.0
2021-10-01,2021-09-30,ZLAB,Zai Lab Ltd,Fu Tao,"Pres, COO",S - Sale,106.73,-10000.0,285168.0,-3.0,-1067335.0
2021-10-01,2021-01-19,UAVS,Ageagle Aerial Systems Inc.,Fernandez-McGovern Nicole M.,CFO,S - Sale+OE,7.46,-185533.0,246250.0,-43.0,-1384961.0
2021-10-01,2021-10-01,SAFE,Safehold Inc.,Istar Inc.,10%,P - Purchase,73.31,13641.0,35970121.0,0.0,1000022.0
2021-10-01,2021-09-29,UPST,"Upstart Holdings, Inc.",Nicoll Alison,GC,S - Sale+OE,324.32,-22500.0,14230.0,-61.0,-7297206.0
2021-10-01,2021-09-29,HSON,"Hudson Global, Inc.",Eberwein Jeffrey E.,CEO,P - Purchase,15.82,982.0,265534.0,0.0,15535.0
2021-10-01,2021-09-29,ELVT,"Elevate Credit, Inc.",Peterson David Curry,Chief Credit Officer,S - Sale,4.03,-5000.0,75141.0,-6.0,-20150.0
2021-10-01,2021-10-01,ARR,"Armour Residential Reit, Inc.",Mountain James R,CFO,S - Sale+OE,10.81,-33700.0,55110.0,-38.0,-364179.0
2021-10-01,2021-09-30,ARR,"Armour Residential Reit, Inc.",Ulm Scott,Co-CEO,S - Sale,10.8,-27478.0,162711.0,-14.0,-296867.0
2021-10-01,2021-09-30,ARR,"Armour Residential Reit, Inc.",Zimmer Jeffrey J,"Co-CEO, Pres",S - Sale,10.8,-28763.0,171234.0,-14.0,-310750.0
2021-10-01,2021-09-30,LSCC,Lattice Semiconductor Corp,Rangasayee Krishna,Dir,S - Sale+OE,65.42,-6000.0,27552.0,-18.0,-392543.0
2021-10-01,2021-10-01,LSCC,Lattice Semiconductor Corp,Jensen Mark Edwin,Dir,S - Sale+OE,63.96,-9000.0,93986.0,-9.0,-575609.0
2021-10-01,2021-09-30,CSTL,Castle Biosciences Inc,Maetzold Derek J,"Pres, Chief Exec. Officer",S - Sale,65.91,-12500.0,720978.0,-2.0,-823892.0
2021-10-01,2021-10-01,MATX,"Matson, Inc.",Forest Ronald J,Pres,S - Sale,80.71,-3000.0,56127.0,-5.0,-242133.0
2021-10-01,2021-09-29,PACB,"Pacific Biosciences of California, Inc.",Kim Susan G.,CFO,S - Sale,25.75,-20272.0,136028.0,-13.0,-522004.0
2021-10-01,2021-08-30,SYY,Sysco Corp,Robinson Cathy Marie,EVP,S - Sale+OE,80.29,-32923.0,37710.0,-47.0,-2643388.0
2021-10-01,2021-09-29,EVH,"Evolent Health, Inc.",Weinberg Jonathan,GC,S - Sale+OE,28.22,-28000.0,91775.0,-23.0,-790160.0
2021-10-01,2021-10-01,FDS,Factset Research Systems Inc,Snow Frederick Philip,CEO,S - Sale+OE,397.59,-2500.0,3988.0,-39.0,-993975.0
2021-10-01,2021-10-01,RMD,Resmed Inc,Hollingshead James,"Pres, Sleep Business",S - Sale,261.33,-2400.0,74479.0,-3.0,-627183.0
2021-10-01,2021-09-29,GOOG,Alphabet Inc.,Walker John Kent,"SVP, Global Affairs, CLO",S - Sale,2700.01,-2497.0,28580.0,-8.0,-6741917.0
2021-10-01,2021-10-01,EW,Edwards Lifesciences Corp,Mussallem Michael A,"COB, CEO",S - Sale+OE,111.72,-32550.0,3770015.0,-1.0,-3636375.0
2021-10-01,2021-09-30,NEM,Newmont Corp /de/,Buese Nancy,"EVP, CFO",S - Sale,54.29,-10000.0,46768.0,-18.0,-542900.0
2021-10-01,2021-10-01,PRTA,Prothena Corp Public Ltd Co,Selkoe Dennis J.,Dir,S - Sale+OE,67.84,-5000.0,4208.0,-54.0,-339176.0
2021-10-01,2021-09-29,ACEL,"Accel Entertainment, Inc.",Ruttenberg David W.,Dir,S - Sale,12.57,-62109.0,369455.0,-14.0,-780561.0
2021-10-01,2021-09-16,AYX,"Alteryx, Inc.",Stoecker Dean,"Dir, 10%",S - Sale,70.35,-35000.0,141496.0,-20.0,-2462250.0
2021-10-01,2021-10-01,CF,"Cf Industries Holdings, Inc.",Bohn Christopher D,"SVP, CFO",S - Sale+OE,59.3,-56580.0,100443.0,-36.0,-3354932.0
2021-10-01,2021-10-01,CF,"Cf Industries Holdings, Inc.",Frost Bert A,"Sr.VP,Sales,Mkt Dev, Supp Chn",S - Sale+OE,59.24,-79875.0,83296.0,-49.0,-4731797.0
2021-10-01,2021-10-01,CF,"Cf Industries Holdings, Inc.",Malik Ashraf K,"SVP, Manufacturing, D'istn",S - Sale+OE,59.8,-58090.0,21141.0,-73.0,-3473517.0
2021-10-01,2021-09-30,ZIP,"Ziprecruiter, Inc.",Garefis Amy,Principal Accounting Officer,S - Sale,26.73,-2000.0,116944.0,-2.0,-53460.0
2021-10-01,2021-09-29,ZIP,"Ziprecruiter, Inc.",Siegel Ian H.,"CEO, 10%",S - Sale,27.27,-25991.0,1031702.0,-2.0,-708683.0
2021-10-01,2021-10-01,KLXE,"Klx Energy Services Holdings, Inc.",Baker Christopher J.,See Remarks,S - Sale,4.72,-6000.0,236462.0,-2.0,-28310.0
2021-10-01,2021-10-01,HALO,"Halozyme Therapeutics, Inc.",Labarre Michael J.,"SVP, Chief Technical Officer",S - Sale+OE,39.93,-29450.0,148796.0,-17.0,-1175968.0
2021-10-01,2021-10-01,KLXE,"Klx Energy Services Holdings, Inc.",Lehner Keefer McGovern,See Remarks,S - Sale,4.66,-3963.0,93657.0,-4.0,-18467.0
2021-10-01,2021-09-30,CRVS,"Corvus Pharmaceuticals, Inc.","Ecor1 Capital, LLC",10%,S - Sale,5.01,-5000000.0,81077.0,-98.0,-25059900.0
2021-10-01,2021-09-27,SEMR,"Semrush Holdings, Inc.",Humenik Delbert M,Chief Revenue Officer,S - Sale+OE,24.04,-150000.0,46948.0,-76.0,-3605927.0
2021-10-01,2021-10-01,MODN,"Model N, Inc.","Anderson, Mark, Albert",Chief Services Officer,S - Sale,33.85,-5208.0,143377.0,-4.0,-176291.0
2021-10-01,2021-10-01,MIRM,"Mirum Pharmaceuticals, Inc.",Tucker Edwin Jonathan,Chief Medical Officer,S - Sale,19.26,-1364.0,45768.0,-3.0,-26265.0
2021-10-01,2021-10-01,MIRM,"Mirum Pharmaceuticals, Inc.",Radovich Peter,COO,S - Sale,19.26,-1364.0,11273.0,-11.0,-26265.0
2021-10-01,2021-10-01,MIRM,"Mirum Pharmaceuticals, Inc.",Longpre Lara,Chief Development Officer,S - Sale,19.26,-961.0,84245.0,-1.0,-18505.0
2021-10-01,2021-10-01,MIRM,"Mirum Pharmaceuticals, Inc.",Clements Ian,CFO,S - Sale,19.26,-1574.0,16653.0,-9.0,-30309.0
2021-10-01,2021-10-01,MIRM,"Mirum Pharmaceuticals, Inc.",Vig Pamela,Chief Scientific Officer,S - Sale,19.26,-1364.0,84667.0,-2.0,-26265.0
2021-10-01,2021-10-01,MIRM,"Mirum Pharmaceuticals, Inc.",Peetz Christopher,"Pres, CEO",S - Sale,19.26,-3672.0,222597.0,-2.0,-70708.0
2021-10-01,2021-10-01,GOOG,Alphabet Inc.,Mather Ann,Dir,S - Sale,2671.09,-19.0,1804.0,-1.0,-50751.0
2021-10-01,2021-09-29,DDOG,"Datadog, Inc.",Obstler David M,CFO,S - Sale+OE,138.2,-15000.0,175391.0,-8.0,-2073020.0
2021-10-01,2021-10-01,ZS,"Zscaler, Inc.",Brown Andrew William Fraser,Dir,S - Sale+OE,263.06,-20000.0,17632.0,-53.0,-5261261.0
2021-10-01,2021-09-30,ZS,"Zscaler, Inc.",Sinha Amit,"Pres of R, D, CTO",S - Sale+OE,261.98,-11000.0,642703.0,-2.0,-2881757.0
2021-10-01,2021-10-01,CSTR,"Capstar Financial Holdings, Inc.",Turner James S. Jr.,Dir,S - Sale,21.01,-2500.0,651671.0,0.0,-52525.0
2021-10-01,2021-09-29,DKNG,Draftkings Inc.,Dodge R Stanton,GC,S - Sale+OE,49.08,-50589.0,47798.0,-51.0,-2482813.0
2021-10-01,2021-09-30,DKNG,Draftkings Inc.,Liberman Paul,See Remarks,S - Sale+OE,48.19,-85000.0,2021687.0,-4.0,-4096088.0
2021-10-01,2021-10-01,DKNG,Draftkings Inc.,Kalish Matthew,See Remarks,S - Sale+OE,50.03,-96154.0,2059367.0,-4.0,-4810647.0
2021-10-01,2021-10-01,PRTA,Prothena Corp Public Ltd Co,Karp Carol D.,Chief Regulatory Officer,S - Sale+OE,68.23,-10000.0,0.0,-100.0,-682336.0
2021-10-01,2021-09-29,KLXE,"Klx Energy Services Holdings, Inc.",Robertson Corbin J Jr,Dir,S - Sale,4.63,-25917.0,324181.0,-7.0,-120025.0
2021-10-01,2021-09-30,TSP,Tusimple Holdings Inc.,Mullen James,See Remarks,S - Sale+OE,36.83,-3016.0,6984.0,-30.0,-111089.0
2021-10-01,2021-09-30,ETSY,Etsy Inc,Silverman Josh,"Pres, CEO",S - Sale+OE,208.8,-27000.0,64097.0,-30.0,-5637607.0
2021-10-01,2021-09-29,PTRS,Partners Bancorp,Albertine Mona D.,Dir,P - Purchase,8.36,323.0,51732.0,0.01,2700.0
2021-10-01,2021-09-29,PTRS,Partners Bancorp,Mote Steven R.,Dir,P - Purchase,8.36,431.0,29672.0,0.01,3603.0
2021-10-01,2021-09-29,NROM,Noble Romans Inc,Stiller Robert P,10%,S - Sale,0.51,-35783.0,2400620.0,-1.0,-18228.0
2021-10-01,2021-09-30,PGC,Peapack Gladstone Financial Corp,Kennedy Douglas L,"Pres, CEO",S - Sale+OE,33.41,-5000.0,161065.0,-3.0,-167029.0
2021-10-01,2021-09-30,MPB,Mid Penn Bancorp Inc,Mowery Theodore W,Dir,P - Purchase,27.55,73.0,27114.0,0.0,2011.0
2021-10-01,2021-09-30,MPB,Mid Penn Bancorp Inc,Kerwin Gregory M,Dir,P - Purchase,27.55,36.0,36645.0,0.0,992.0
2021-10-01,2021-09-30,MPB,Mid Penn Bancorp Inc,Abel Robert A,Dir,P - Purchase,27.55,18.0,17593.0,0.0,496.0
2021-10-01,2021-09-30,MPB,Mid Penn Bancorp Inc,Boyer Steven T,Dir,P - Purchase,27.55,91.0,9672.0,0.01,2507.0
2021-10-01,2021-09-30,MPB,Mid Penn Bancorp Inc,Quandel Noble C Jr,Dir,P - Purchase,27.55,109.0,141191.0,0.0,3003.0
2021-10-01,2021-09-30,MPB,Mid Penn Bancorp Inc,De Soto Matthew G,Dir,P - Purchase,27.55,227.0,43213.0,0.01,6254.0
2021-10-01,2021-09-30,MPB,Mid Penn Bancorp Inc,Frank Joel L.,Dir,P - Purchase,27.55,91.0,5200.0,0.02,2507.0
2021-10-01,2021-09-30,MPB,Mid Penn Bancorp Inc,Grubic Robert C,Dir,P - Purchase,27.55,181.0,53942.0,0.0,4987.0
2021-10-01,2021-09-30,MPB,Mid Penn Bancorp Inc,Moisey Robert J,Dir,P - Purchase,27.55,109.0,35746.0,0.0,3003.0
2021-10-01,2021-09-30,MPB,Mid Penn Bancorp Inc,Novak Alan P.,Dir,P - Purchase,27.55,18.0,10907.0,0.0,496.0
2021-10-01,2021-09-30,MPB,Mid Penn Bancorp Inc,Klinger Robert E,Dir,P - Purchase,27.55,181.0,13218.0,0.01,4987.0
2021-10-01,2021-09-29,VIAV,Viavi Solutions Inc.,Staley Gary W,SVP Global Sales NSE,S - Sale,15.61,-11120.0,92055.0,-11.0,-173568.0
2021-10-01,2021-09-29,VIAV,Viavi Solutions Inc.,Siebert Kevin Christopher,"SVP Gen. Counsel, Secretary",S - Sale,15.61,-11595.0,46822.0,-20.0,-180991.0
2021-10-01,2021-09-29,PTRS,Partners Bancorp,Clarke Michael W,Dir,P - Purchase,8.36,395.0,175752.0,0.0,3302.0
2021-10-01,2021-09-29,VIAV,Viavi Solutions Inc.,Rondinone Ralph,SVP Global Operations NSE,S - Sale,15.61,-13380.0,32722.0,-29.0,-208851.0
2021-10-01,2021-09-29,PTRS,Partners Bancorp,Snead George P.,Dir,P - Purchase,8.36,370.0,19054.0,0.02,3093.0
2021-10-01,2021-09-30,FDS,Factset Research Systems Inc,Zimmel Joseph,Dir,S - Sale,398.78,-2024.0,1976.0,-51.0,-807131.0
2021-10-01,2021-09-29,MRNA,"Moderna, Inc.",Bancel Stephane,CEO,S - Sale,387.32,-19000.0,22336120.0,0.0,-7359160.0
2021-10-01,2021-09-29,MRNA,"Moderna, Inc.",Andres Juan,See remarks,S - Sale+OE,393.44,-5000.0,0.0,-100.0,-1967200.0
2021-10-01,2021-09-30,CIEN,Ciena Corp,Moylan James E Jr,"SVP Finance, CFO",S - Sale,51.6,-2000.0,319048.0,-1.0,-103200.0
2021-10-01,2021-09-30,TCX,Tucows Inc /pa/,Noss Elliot,CEO,S - Sale,77.46,-10000.0,646635.0,-2.0,-774600.0
2021-10-01,2021-09-30,HOMB,Home Bancshares Inc,Allison John W,"COB, CEO",P - Purchase,23.68,5000.0,6593161.0,0.0,118400.0
2021-10-01,2021-09-07,FMNB,Farmers National Banc Corp /oh/,Crawford Anne Frederick,Dir,P - Purchase,15.48,969.0,86385.0,0.01,15000.0
2021-10-01,2021-09-29,RDUS,"Radius Health, Inc.",Biotech Target N V,10%,P - Purchase,12.95,100000.0,7705714.0,0.01,1294500.0
2021-10-01,2021-09-30,FUL,Fuller H B Co,Owens James,"Pres, CEO",S - Sale+OE,66.27,-5000.0,184346.0,-3.0,-331350.0
2021-10-01,2021-09-30,FDBC,Fidelity D & D Bancorp Inc,Silverman Alan,Dir,P - Purchase,51.5,325.0,14845.0,0.02,16738.0
2021-10-01,2021-09-30,NIHK,"Video River Networks, Inc.","Video River Networks, Inc.","COB, Pres, CEO, 10%",P - Purchase,0.12,284716.0,35836327.0,0.01,32742.0
2021-10-01,2021-09-30,TPL,Texas Pacific Land Corp,Stahl Murray,Dir,P - Purchase,1209.36,21.0,378741.0,0.0,25397.0
2021-10-01,2021-09-29,BKE,Buckle Inc,Nelson Dennis H,"Pres, CEO",S - Sale,44.0,-15000.0,2361784.0,-1.0,-660021.0
2021-10-01,2021-09-29,VIAV,Viavi Solutions Inc.,Scrivanich Luke M,SVP GM OSP,S - Sale,15.61,-12913.0,49178.0,-21.0,-201558.0
2021-10-01,2021-09-27,SCGY,"Scientific Energy, Inc",Aspect Group Ltd,10%,P - Purchase,0.5,6000000.0,26000000.0,0.3,3000000.0
2021-10-01,2021-09-30,CODI,Compass Diversified Holdings,McCoy Sarah Gaines,See Remark (a),P - Purchase,28.18,3164.0,24346.0,0.15,89172.0
2021-10-01,2021-09-30,COUP,Coupa Software Inc,Baratta Maurizio,Chief Accounting Officer,S - Sale,217.03,-421.0,1995.0,-17.0,-91370.0
2021-10-01,2021-10-01,CYTK,Cytokinetics Inc,Cragg David,"Chief HR, Admin Officer",S - Sale,35.14,-7569.0,137123.0,-5.0,-265990.0
2021-10-01,2021-09-29,FDMT,4D Molecular Therapeutics Inc.,Schaffer David,Dir,S - Sale,27.89,-29256.0,937500.0,-3.0,-815863.0
2021-10-01,2021-09-29,NKTX,"Nkarta, Inc.",Hastings Paul J,CEO,S - Sale,27.18,-8500.0,219061.0,-4.0,-231051.0
2021-10-01,2021-09-29,NHI,National Health Investors Inc,Mendelsohn D. Eric,"CEO, Pres",P - Purchase,54.38,2000.0,46256.0,0.05,108757.0
2021-10-01,2021-09-28,XBIT,Xbiotech Inc.,Simard John,"CEO, 10%",S - Sale,13.34,-60901.0,4011065.0,-1.0,-812117.0
2021-10-01,2021-09-29,PGNY,"Progyny, Inc.",Anevski Peter,"Pres, COO",S - Sale+OE,56.65,-97582.0,488617.0,-17.0,-5528381.0
2021-10-01,2021-09-30,NHI,National Health Investors Inc,Webb Robert T,Dir,P - Purchase,53.86,2000.0,102339.0,0.02,107715.0
2021-10-01,2021-09-29,EVER,"Everquote, Inc.",Revesz Tomas Jr,Chief Architect,S - Sale,19.0,-10278.0,477806.0,-2.0,-195282.0
2021-10-01,2021-09-30,NEM,Newmont Corp /de/,Buese Nancy,"EVP, CFO",S - Sale,52.29,-10000.0,46768.0,-18.0,-522900.0
2021-10-01,2021-10-01,VRSK,"Verisk Analytics, Inc.",Shavel Lee,"Group Pres, CFO",S - Sale,201.58,-483.0,37523.0,-1.0,-97363.0
2021-10-01,2021-09-29,AVGO,Broadcom Inc.,Fernandez Raul J,Dir,P - Purchase,489.54,152.0,2221.0,0.07,74409.0
2021-10-01,2021-09-29,EVER,"Everquote, Inc.",Auguste Darryl,"EVP, Global Analytics",S - Sale,19.0,-810.0,63900.0,-1.0,-15390.0
2021-10-01,2021-09-29,SXT,Sensient Technologies Corp,Winder Investment Pte Ltd,10%,P - Purchase,92.71,27795.0,4997001.0,0.01,2576957.0
2021-10-01,2021-09-29,XPEL,"Xpel, Inc.",Crumly Richard K.,"Dir, 10%",S - Sale,75.45,-38000.0,3370199.0,-1.0,-2867100.0
2021-10-01,2021-10-01,KALU,Kaiser Aluminum Corp,Harvey Keith,"Pres, CEO",S - Sale,109.74,-1000.0,60886.0,-2.0,-109740.0
2021-10-01,2021-09-29,PLAB,Photronics Inc,Tyson Mitchell G,Dir,S - Sale,13.83,-6000.0,90629.0,-6.0,-82980.0
2021-10-01,2021-09-29,SHRG,Sharing Services Global Corp,"Dss, Inc.",10%,P - Purchase,0.1,25000.0,91460978.0,0.0,2385.0
2021-10-01,2021-09-29,IBKR,"Interactive Brokers Group, Inc.",Peterffy Thomas,COB,S - Sale,64.52,-40000.0,5747511.0,-1.0,-2580816.0
2021-10-01,2021-10-01,V,Visa Inc.,McInerney Ryan,Pres,S - Sale+OE,224.17,-11194.0,139715.0,-7.0,-2509359.0
2021-10-01,2021-09-30,SPXC,Spx Corp,Mason Brian G.,Pres - SPX Transformer Sol.,S - Sale+OE,54.19,-10000.0,62830.0,-14.0,-541900.0
2021-10-01,2021-09-30,KOD,Kodiak Sciences Inc.,Baker Bros. Advisors LP,"Dir, 10%",P - Purchase,95.83,86932.0,13526726.0,0.01,8330572.0
2021-10-01,2021-09-28,EXPI,"Exp World Holdings, Inc.",Sanford Glenn Darrel,"CEO, COB, 10%",S - Sale,45.18,-12500.0,42159338.0,0.0,-564775.0
2021-10-01,2021-09-30,CYTK,Cytokinetics Inc,Blum Robert I,"Pres, CEO",S - Sale+OE,34.01,-5000.0,361729.0,-1.0,-170064.0
2021-10-01,2021-09-29,IBKR,"Interactive Brokers Group, Inc.",Frank Thomas Aj,CIO,S - Sale,64.46,-37147.0,1570305.0,-2.0,-2394566.0
2021-10-01,2021-09-29,CRM,"Salesforce.Com, Inc.",Benioff Marc,"Chair of the Board, CEO",S - Sale+OE,271.95,-40000.0,28986249.0,0.0,-10877890.0
2021-10-01,2021-09-30,MPB,Mid Penn Bancorp Inc,Brumbaugh Kimberly J,Dir,P - Purchase,27.55,91.0,4215.0,0.02,2507.0
2021-10-01,2021-09-29,RPD,"Rapid7, Inc.",Burton Andrew F.,COO,S - Sale+OE,113.12,-15887.0,218713.0,-7.0,-1797205.0
2021-10-01,2021-09-30,HZNP,Horizon Therapeutics Public Ltd Co,Walbert Timothy P,"COB, Pres, CEO",S - Sale,110.3,-50000.0,818717.0,-6.0,-5515140.0
2021-10-01,2021-10-01,GNRC,Generac Holdings Inc.,Jagdfeld Aaron,CEO,S - Sale,402.53,-5000.0,615913.0,-1.0,-2012652.0
2021-10-01,2021-09-30,INSM,Insmed Inc,Lewis William,"Chair, CEO",S - Sale+OE,27.36,-96614.0,202219.0,-32.0,-2643753.0
2021-10-01,2021-09-29,SGRY,"Surgery Partners, Inc.",Brocklehurst Laura L.,CHRO,S - Sale,41.73,-80.0,44036.0,0.0,-3338.0
2021-10-01,2021-09-30,VCEL,Vericel Corp,Gilman Steven C,Dir,S - Sale+OE,48.85,-5000.0,3500.0,-59.0,-244255.0
2021-10-01,2021-10-01,KAI,Kadant Inc,Albertine John M,Dir,S - Sale,203.4,-1500.0,7038.0,-18.0,-305100.0
2021-10-01,2021-09-29,DFH,"Dream Finders Homes, Inc.",Boston Omaha Corp,10%,S - Sale,17.33,-1235000.0,2868037.0,-30.0,-21402230.0
2021-10-01,2021-09-30,REED,"Reed'S, Inc.",Spisak Thomas J.,CFO,P - Purchase,0.6,16000.0,380717.0,0.04,9627.0
2021-10-01,2021-09-29,LPTH,Lightpath Technologies Inc,Peck Darcie,Dir,S - Sale,2.22,-5407.0,0.0,-100.0,-12004.0
2021-10-01,2021-09-29,REED,"Reed'S, Inc.",Snyder Norman E. Jr.,CEO,P - Purchase,0.59,50000.0,1054656.0,0.05,29500.0
2021-10-01,2021-10-01,KRTX,"Karuna Therapeutics, Inc.",Pande Atul,Dir,S - Sale+OE,120.72,-2500.0,0.0,-100.0,-301800.0
2021-10-01,2021-09-29,AN,"Autonation, Inc.","Cascade Investment, L.L.C.",10%,S - Sale,127.67,-183783.0,11535331.0,-2.0,-23463940.0
2021-10-01,2021-09-30,OLO,Olo Inc.,Hahnfeld Marty D.,Chief Customer Officer,S - Sale+OE,30.01,-25000.0,0.0,-100.0,-750240.0
2021-10-04,2021-09-27,SEMR,"Semrush Holdings, Inc.",Fetisov Evgeny,CFO,S - Sale+OE,24.7,-59000.0,22102.0,-73.0,-1457279.0
2021-10-04,2021-10-01,VZIO,Vizio Holding Corp.,"V-Tw Holdings, LLC",10%,S - Sale,21.36,-15148.0,11899907.0,0.0,-323516.0
2021-10-04,2021-10-01,CERT,"Certara, Inc.",Aspbury Robert,"Pres, SIMCYP",S - Sale,33.51,-19354.0,300523.0,-6.0,-648582.0
2021-10-04,2021-09-30,TWLO,Twilio Inc,Hu George,COO,S - Sale,314.16,-1190.0,86262.0,-1.0,-373852.0
2021-10-04,2021-10-01,EVBG,"Everbridge, Inc.",Irvin Vernon,"EVP, Chief Revenue Officer",S - Sale+OE,150.06,-12500.0,276.0,-98.0,-1875698.0
2021-10-04,2021-10-01,STOK,"Stoke Therapeutics, Inc.",Nash Huw M.,"COO, CBO",S - Sale+OE,24.83,-5700.0,0.0,-100.0,-141506.0
2021-10-04,2021-09-30,TWLO,Twilio Inc,Smith Karyn,"GC, Secretary",S - Sale,314.29,-465.0,29178.0,-2.0,-146147.0
2021-10-04,2021-09-30,GWRS,"Global Water Resources, Inc.",Coy Debra,Dir,P - Purchase,18.82,22.0,16804.0,0.0,409.0
2021-10-04,2021-10-01,ALLO,"Allogene Therapeutics, Inc.",Amado Rafael,"EVP of R, D, CMO",S - Sale,24.35,-11507.0,323928.0,-3.0,-280185.0
2021-10-04,2021-09-30,SXT,Sensient Technologies Corp,Winder Investment Pte Ltd,10%,P - Purchase,91.67,35992.0,5032993.0,0.01,3299214.0
2021-10-04,2021-09-30,MMS,"Maximus, Inc.",Nadeau Richard John,CFO,S - Sale,83.2,-6131.0,32146.0,-16.0,-510099.0
2021-10-04,2021-10-01,WISH,Contextlogic Inc.,Shah Devang,"GC, Secretary",S - Sale,5.53,-4083.0,91998.0,-4.0,-22579.0
2021-10-04,2021-09-30,TWLO,Twilio Inc,Shipchandler Khozema,CFO,S - Sale+OE,318.26,-4417.0,69604.0,-6.0,-1405746.0
2021-10-04,2021-10-04,PANW,Palo Alto Networks Inc,McLaughlin Mark D,Dir,S - Sale,479.57,-1500.0,105331.0,-1.0,-719358.0
2021-10-04,2021-09-30,AN,"Autonation, Inc.","Cascade Investment, L.L.C.",10%,S - Sale,120.57,-93074.0,11442257.0,-1.0,-11222232.0
2021-10-04,2021-10-01,XYL,Xylem Inc.,Pine Matthew Francis,SVP,S - Sale+OE,121.42,-2000.0,37217.0,-5.0,-242835.0
2021-10-04,2021-09-30,ADVM,"Adverum Biotechnologies, Inc.",Clark Julie,Chief Medical Officer,S - Sale,2.17,-4766.0,164723.0,-3.0,-10342.0
2021-10-04,2021-09-30,META,Facebook Inc,Zuckerberg Mark,"COB, CEO, 10%",S - Sale+OE,340.95,-77300.0,910846.0,-8.0,-26355063.0
2021-10-04,2021-10-04,KRON,"Kronos Bio, Inc.",Dinsmore Christopher,Chief Scientific Officer,S - Sale+OE,20.81,-9189.0,96360.0,-9.0,-191195.0
2021-10-04,2021-09-30,MMS,"Maximus, Inc.",Montoni Richard A,Vice COB,S - Sale,83.2,-6234.0,111835.0,-5.0,-518669.0
2021-10-04,2021-10-01,META,Facebook Inc,Zuckerberg Mark,"COB, CEO, 10%",S - Sale+OE,342.63,-77300.0,895846.0,-8.0,-26485562.0
2021-10-04,2021-10-01,DAIO,Data I/o Corp,Ambrose Anthony,Pres,S - Sale,6.3,-7915.0,389241.0,-2.0,-49882.0
